,_id,id,author_id,created_at,text,Label
30680,6076b1210857f5cbcd35fafc,1.33E+18,9.13E+17,30/11/2020, the green party says it is no time for the blame game when distributing the vaccine those protesting restrictions and spreading the virus with careless disregard for others will face zero consequences for their selfish and homicidal actions,0
36779,6076b1350857f5cbcd365003,1.33E+18,26976420,30/11/2020,people over the age of 50 will be able to get a free nhs flu vaccine from tuesday 1 decemberthose aged 5064 can visit their gp or pharmacy to get their vaccine following the extension of the flu vaccination programme to include this age groupmore ,3
389971,6083104973596eb9adb0dad0,1.34E+18,1.07E+18,28/12/2020,fort worth firefighter feels relief after receiving first dose of covid19 vaccine  via ,0
556503,60831a4473596eb9adba0014,1.36E+18,609529069,31/01/2021,  lol i looked that up and found a bunch of conspiracy articles biden seems pretty focused on the vaccines right now im sure us members of the deep state will work on the open borders agenda as soon as we perfect the jewish space lasers ,0
135823,607746950857f5cbcd3c8f4b,1.33E+18,1430793013,29/11/2020,           pfizer covid19 vaccine data will be released by fda december 8 advisory board meeting december 10  ,0
476132,6083175473596eb9adb583a3,1.36E+18,1.28E+18,31/01/2021,the observer view on the vaccine dispute with brussels  observer editorial ,0
294959,6081cbcb73596eb9adab3213,1.34E+18,61059961,31/12/2020,there have been over 2 million more vaccines than you and your colleagues predicted there would be by now ,0
307414,6081cc0a73596eb9adabf124,1.34E+18,18444171,31/12/2020, good for themthere is still much to learn about the truth of these vaccines from these particular companies what is most disastrous are the lies that are daily inflicted on us alleveryone deserves the truth the freedom of choice without threat of job loss if refusing,2
448956,6083169c73596eb9adb413c5,1.36E+18,65829081,31/01/2021,pfizer ceo says there is a high likelihood that covid variants will make current vaccine shots ineffective   via ,0
503387,6083186c73596eb9adb70495,1.36E+18,21448273,31/01/2021, amazing isnt it every time i hear of someone getting vaccinated it really cheers me,3
578234,60831ab273596eb9adbb345c,1.36E+18,239454337,30/01/2021,  excellent question you shut jason up because there are no vaccines available to him and he doesnt have a plan thats worth paying attention to,0
156840,607746fd0857f5cbcd3dd09e,1.33E+18,368279645,23/11/2020,covid19  pandemic is over  former pfizer chief science officer says second wave faked on falsepositive covid tests  zero hedge ,0
246540,6081b75073596eb9ada880eb,1.34E+18,20548784,31/12/2020,opinion  vaccines are safe no matter what bobby kennedy says  the new york times ,0
201372,6081b69073596eb9ada60386,1.34E+18,20597234,31/12/2020,fda advisory panel endorses modernas covid19 vaccine clearing way for authorization  via ,0
357943,6082f9c873596eb9adaeea08,1.34E+18,1166814313,30/12/2020, you own stock in amazon and pfizer and yet you refuse to give people 2k you disgust me,0
493520,6083183e73596eb9adb67276,1.36E+18,131361826,31/01/2021, access is there stop blaming peoples bad choices on racism when they choose to not get vaccinated andor to not make better health decisions about their underlying conditions its their choice,0
122775,607730460857f5cbcd3ba73b,1.33E+18,2926418704,21/11/2020,heres the coronavirus vaccine maker thats most likely to blow past pfizer and moderna  stocks jnj azn pfe bntx mrna ,0
298961,6081cbdf73596eb9adab6e19,1.34E+18,12115482,31/12/2020, we called every one of the places listed on the dshs map yesterday when 1b was opened up for motherinlaw and none of them had any information nor any actual vaccines to give anyone is there any actual helpful information for plano residents other than be patient,0
502982,6083186a73596eb9adb6fe5f,1.36E+18,1.35E+18,31/01/2021,it took this district 4 staff deaths to decide that a deadly pandemic virus was a good enough reason to continue with all virtual learning until staff members were vaccinated how many need to die for you   ,0
231751,6081b70f73596eb9ada7b013,1.34E+18,14355212,31/12/2020,gtsaltgtsugargtfatthis vaccine is damn near just a cookie give me the anticovid cookie ,3
541671,608319f273596eb9adb92124,1.36E+18,24527710,31/01/2021,thank you  for an impactful start to your presidency already youve rejoined the parisagreement rejoined  and joined covax the global effort to ensure equitable access to covid vaccines the world welcomes renewed us engagement,0
359175,6082f9cc73596eb9adaef919,1.34E+18,900991861,29/12/2020,   do you know what this now defunct section is called something i can look upi dont see how the executive can help in delivering pfizer products other than removing red tape,0
459528,608316c673596eb9adb4a325,1.36E+18,119444624,31/01/2021,not alone is she not in a position to make this decision or distribute vaccine  but trying to blackmail on the back of the irish protocal is despicable not to mention her little quip at the end  ireland isnt a sovereign country give me strength ,0
86283,6076b1dc0857f5cbcd39062f,1.33E+18,359080538,29/11/2020, ive had the vaccine get it i have a friend who has shingles they live in excruciating pain remember it takes a series of two shots,3
356521,6082f9c373596eb9adaed6d6,1.34E+18,56577211,30/12/2020,  why not try to do 200000 a day and if you are below that in april at least you try shouldnt every lab in the the us and canada be producing this vaccine just give pfizermoderna a butt load of money,0
461835,608316d073596eb9adb4c329,1.36E+18,1.33E+18,31/01/2021, so why the hell are you such a coward when it comes to the terrorist named trump and within your house the lunatic named greene its amazing how you stand up for this vaccine mistake but not one that killed 5 people on 16you are a disgrace,0
475613,6083175273596eb9adb57cde,1.36E+18,87001593,31/01/2021, my friend got a scam email about a vaccine the other day,0
508205,6083188373596eb9adb74d22,1.36E+18,7.55E+17,31/01/2021,frontline corona worrior xcn sez vaccinated for covid 19 sez smc          ,0
384623,60830fdd73596eb9adb084aa,1.34E+18,262586685,30/12/2020,moderna in talks with south korea to supply about 40 million doses of covid19 vaccine,0
422592,6083163773596eb9adb2aa9b,1.36E+18,1068944323,31/01/2021,   people who have had the vaccine need to be labeled as a biohazard ,2
302306,6081cbf173596eb9adaba2e9,1.34E+18,1.17E+18,31/12/2020,     of course they dontyou are missing the point people complaining we arent administering vaccineswe received  300k out of 350millcant administer what we dont haveother countries preorders of millions were filled before we got our less than 1 of populations worth,0
281336,6081b7dc73596eb9adaa6633,1.34E+18,117418356,31/12/2020,ciehf are preparing strategic guidance for health authorities amp operational guidance for people setting up vaccine programmeswhat are the human factors amp ergonomic issues that should be considered if youd like to contribute to this research get in touch with  ,0
163440,607747240857f5cbcd3e4271,1.33E+18,18936284,22/11/2020,pfizer formally filed with the fda for an emergencyuse authorization for its covid19 vaccine so what happens now tells us more  ,0
391137,6083105273596eb9adb0ef54,1.34E+18,9.99E+17,28/12/2020,  google translatedthe palestinian authority estimates that in the next two weeks they will probably receive the first shipment of vaccines from either the american moderna company or the russian sputnik vaccine  a spokesman for the ministry of health in ramallah,0
344898,6082f99573596eb9adae3c00,1.34E+18,101056236,30/12/2020,  dont worry ive accepted im wrong amp both pfizer amp azoxford require 2 jabs ,0
118397,607730370857f5cbcd3b6d88,1.33E+18,140661879,23/11/2020,how mrna vaccines work and how they might protect us from the flu and other diseases ,0
227073,6081b6fa73596eb9ada77060,1.34E+18,1.24E+18,31/12/2020, the one no one thought would be available this year that vaccinewont matter anyway as were already waiting on the next mutation fing tool,1
355547,6082f9bf73596eb9adaec9b8,1.34E+18,452584891,30/12/2020,mmmm  boris is doing a speech today over possible new tier 5 system n oxford vaccine announced is rolling out with the saying from matt hcock the way out of the pandemic its all too convenient just like at halloweens lockdown n pfizerbiotech vaccine announcement ,1
284082,6081b7e773596eb9adaa8d13,1.34E+18,18768473,31/12/2020,brewdog offering their pubs to roll out vaccine spot on if we used pub staff and premises we could use fewer medical staff to do vaccination in weeks ,3
106449,607730090857f5cbcd3ac9ed,1.33E+18,9.63E+17,26/11/2020,moderna boss says covid19 vaccine not proven to stop spread of virus  via ,0
224107,6081b6ec73596eb9ada743e2,1.34E+18,8.94E+17,31/12/2020, thursday face has post vaccine aches and has never been happier planning to order a big pizza finish my lindy west book and watch taskmaster ,0
337162,6082f95873596eb9adada83e,1.34E+18,20696129,31/12/2020,pfizer seeing the need to question uk government advice on administration of 2nd dose points at uk gov being more interested in vanity metrics than actually protecting people which is in line with their behaviour all year  liars,0
6823,6076b0d00857f5cbcd349ef9,1.33E+18,1.20E+18,30/11/2020, those who are at most risk is this even in question the elderly and healthcare professionals should be first antivaxers never 40000 have already taken part in the pfizer trials and 30000 of the moderna vaccine so their efficacy is documented,0
145420,607746bf0857f5cbcd3d195d,1.33E+18,546838312,27/11/2020,canada could approve pfizers covid19 vaccine around december  article amp  reuters ,0
568935,60831a8873596eb9adbab737,1.36E+18,8.98E+17,31/01/2021,i wish everyone could get their vaccines now,3
63773,6076b1900857f5cbcd37cc59,1.33E+18,1.26E+18,30/11/2020,waiting for the news today that the vaccine is going to be rolled out tomorrow they said december,3
14037,6076b0e90857f5cbcd3508e9,1.33E+18,1.28E+18,30/11/2020,  why should you care you had nothing to do about getting a vaccine made are now going to bully fda in approving a vaccine before they have completely finished evaluating i guess additional deaths from unproven vaccine doesnt bother you,0
560562,60831a5c73596eb9adba3bbc,1.36E+18,101524582,31/01/2021,  i am curious to know what percentage of africans or people with african heritage played key role in the development of the vaccines we currently have i bet they are more than 03 20k70m but we have refused to develop our health system and incentivise the brain drain,0
354945,6082f9bd73596eb9adaec26d,1.34E+18,1.23E+18,30/12/2020,the discussion of the mrna vaccines and rna in general is really fascinating ,0
522248,608318bb73596eb9adb81152,1.36E+18,1.35E+18,30/01/2021, schools need to reopen  certainly before march 8th staff need to be vaccinated,3
448717,6083169c73596eb9adb411e7,1.36E+18,751900213,31/01/2021,  boris asked kate in april 20 to lead uk vaccine task force the brief stop people from dying kate took the unpaid job amp got on with it we have a huge amount to thank this lady for shout out for kate bingham,3
267603,6081b7a673596eb9ada9a8f2,1.34E+18,28230854,31/12/2020,there should be get your vaccine now commercials on tv on every 30 minutes i suspect most stations would provide free airtime for this psas should be all over the internet again im sure fee space is available,0
458112,608316c273596eb9adb49268,1.36E+18,1243771508,31/01/2021,in addition to vaccine shortage other big story here is   worldnewstonight thinking its okay to wear animalcruelty  canadagoose️not okay whitsome viewers have ethics to defendanimals oppose animal exploitationmurder️watchdominion bekind ,0
110190,607730180857f5cbcd3afd01,1.33E+18,6102652,24/11/2020,usa today pfizer and moderna use mrna in their covid19 vaccines this neverbeforeused technology could transform how science fights diseasesvia ,0
277959,6081b7ce73596eb9adaa374a,1.34E+18,236039436,31/12/2020,as i read this recalled how it started chinese virus ️ imported uk variantamp where are we nowvaccine but also a deadly variantthis pandemic is a mystery will remain forever ,2
511874,6083189273596eb9adb781c9,1.36E+18,2282241832,31/01/2021,can yall just get vaccinated so i can go to sporting events and concerts again thanks,3
163717,607747250857f5cbcd3e4765,1.33E+18,1063545620,22/11/2020,dr mike yeadon former cso  vp allergy respiratory research pfizer global 29th oct 2020  this is a great analysis of the coronovirus from a former chief scientific officer from pfizer he talks about the false positives the pcr tests and that no pandemic,2
504645,6083187273596eb9adb7174f,1.36E+18,49118900,31/01/2021,  absolutely love this concept if parents feel that comfortable supporting in person learning before at least getting vaccinated by all means i agree go for it,3
171891,607ae2ac0857f5cbcdbf8789,1.33E+18,29809156,24/11/2020,aahomecare seeks priority status for dmepos suppliers in vaccine distributions  dme hme coronavirus covid19 vaccine,0
186160,607aeee40857f5cbcdc0a21f,1.33E+18,427091744,16/11/2020,new top story from time early data suggests modernas covid19 vaccine is nearly 95 effective—and you can keep it in the fridge  associated press november 16 2020 at 0819pm,0
525878,608318cc73596eb9adb84202,1.36E+18,1017382070,30/01/2021,the uk vaccinated 489934 people aganist the novel virus in the last 24hrs,3
302773,6081cbf373596eb9adaba997,1.34E+18,65034447,31/12/2020, cool so youre volunteering to drive vaccines to remote rural hospitals in michigan during the winter then are you,3
404633,608315f473596eb9adb1b3f4,1.36E+18,7.28E+17,31/01/2021,masksvaccine comparison we are told both prevents infection and asymptomatic transmission both are needed post covid infection and recovery both show love of neighbor current difference the government only mandates mask use  how long before we have mandatory vaccines,2
105757,607730070857f5cbcd3ac1d3,1.33E+18,1.30E+18,26/11/2020,pfizer vs moderna  we need a volunteer to be the first vaccinated in usabiden  me ,3
318566,6081cc4173596eb9adac9656,1.34E+18,1.17E+18,31/12/2020, you have only just signed the bill to give the states more money to distribute vaccines on sunday by the way pfizer developed the vaccine with no help from usa in germany all you have done is said inject bleach play golf and brag about treatment you got while others died,0
511400,6083189073596eb9adb77b0f,1.36E+18,928865436,31/01/2021, im scheduled to get my second next week almost our entire town has been vaccinated at least once now ne washington state,3
436702,6083166c73596eb9adb36b06,1.36E+18,7.00E+17,31/01/2021,this weeks must read hungary became the first member of the european union to approve the coronavirus vaccine made by chinese company sinopharm ,0
255452,6081b77673596eb9ada8ff79,1.34E+18,15546287,31/12/2020, will adovate aurora be pressing charges against your employee that intentionally ruined 500 doses of the vaccine  sounds like attempted murder to me,0
464970,608316dc73596eb9adb4ec42,1.36E+18,320790112,31/01/2021,you really cant blame us in thinking that the government will mess up this whole vaccine operation you really cant,0
351662,6082f9b073596eb9adae969d,1.34E+18,1.25E+18,30/12/2020,   a nurse tested positive for covid19 after getting the vaccine and w a 45yearold in san diego received the pfizer vaccine dec 18 six days later after working a shift in the covid19 unit matthew had chills muscle pain and fatigue she was positive for covid19,2
434718,6083166573596eb9adb35022,1.36E+18,31515559,31/01/2021,how nj screwed up its plan to make scheduling a covid vaccine easier  xcellent reporting by  great overview of the complete mess this is fyi   ,0
416227,6083161f73596eb9adb252a5,1.36E+18,7.07E+17,31/01/2021,oh mani hope this doesnt get out into the maga kag crowdif they find out that both the covid vaccine and the bullets they fire can be trackedwho knows whatll happenthose darn libtards just keep finding ways to mess with them ,0
377834,6082fa1773596eb9adafed18,1.34E+18,1.19E+18,27/12/2020, should we be using sinovac in the west thereforebearing in mind that pfizer and moderna are in short supply,1
527336,608318d273596eb9adb85620,1.36E+18,76302400,30/01/2021,just got vaccinated yesterday  but not the covid vaccine  ill take it once i know what im about to get inside my body  ,1
554138,60831a3873596eb9adb9dcb8,1.36E+18,8.15E+17,31/01/2021,i am not sure the eu has thought this through vaccines are not produced in the eu they have extremely complex supply chains and we have just opened the door to other countries banning exports of critical inputs and components,0
225499,6081b6f273596eb9ada757c9,1.34E+18,27436553,31/12/2020,kvellbook for my chavruta  how can we combat public misunderstanding and mistrust of vaccines by shifting circulum to teach our students and allowing them to become voices in their communities   ,0
352437,6082f9b373596eb9adaea1c4,1.34E+18,2874387227,30/12/2020,  youre not up to speed with the science im afraid the pfizer vaccine can be given to those who typically couldnt take vaccines as it isnt an attenuated virus type vaccine so im afraid youre spreading fake news and therefore your rude accusation is not true ,0
390522,6083104d73596eb9adb0e4f8,1.34E+18,8.84E+17,28/12/2020,breaking news boston doctor experiences severe reaction just minutes after receiving moderna vaccine ,0
63837,6076b1900857f5cbcd37ccd9,1.33E+18,4633644395,30/11/2020, i made an appointment to get one but when i got there the practice nurse on checking her computer refused to give it to me medical conditions meant i shouldnt have a live vaccine presuming this isnt a problem for you go ahead i would have liked the protection promised,3
276779,6081b7ca73596eb9adaa285f,1.34E+18,18228308,31/12/2020,police and federal authorities are investigating after an employee at a wisconsin health system admitted to deliberately spoiling 500 doses of coronavirus vaccine ,0
488351,6083178673596eb9adb628ec,1.36E+18,1.15E+18,31/01/2021,more broadly sharing intellectual property and technology with producers in the developing world could help significantly increase production of vaccines and reduce vaccine inequity but only a few western pharmaceutical companies have agreed to such technology transfers,0
218483,6081b6d673596eb9ada6f681,1.34E+18,116814420,31/12/2020,hey  before you let cos governor go on your show last night claiming ppl over 70 and frontline workers could expect to receive the vaccine next week you really should have done some verification yall know damn well how few doses have been shipped ,0
239334,6081b73373596eb9ada81b9a,1.34E+18,7.41E+17,31/12/2020,   issue covid19 vaccine fraud warning ,0
303200,6081cbf573596eb9adabafdb,1.34E+18,8.25E+17,31/12/2020, and yet there are no vaccines for children ,0
479257,6083176073596eb9adb5abb6,1.36E+18,1.05E+18,31/01/2021, so i see no reason why foreign students wouldnt be given a vaccine ticket as well considering they should already be registered residents of their municipalitythis should especially be true for  students on multipleyear residency visas i cant imagine theyd be excluded,0
459811,608316c873596eb9adb4a833,1.36E+18,2567886387,31/01/2021,   hmmm wonder how many excess deaths there will be in the eu because of their red tape and delays getting the vaccine out ,0
307681,6081cc0c73596eb9adabf608,1.34E+18,319669492,31/12/2020,  weeeellllin this case nohes referring to the neutralizing antibody titre data i think which at least for the mrna vaccines definitely is much lower for some people before the booster,0
416559,6083162173596eb9adb2582a,1.36E+18,106641340,31/01/2021,get your fucking vaccine so we can go back to clubbing ,3
222355,6081b6e673596eb9ada72d0c,1.34E+18,1192547010,31/12/2020, shove your vaccine up your ass,2
160456,607747130857f5cbcd3e1099,1.33E+18,1.18E+18,23/11/2020,   did you also sign a contract back in july with pfizer and biontech for an initial order of 100 million doses for 195 billion and up to 500 million additional doses  ,0
317183,6081cc3b73596eb9adac8301,1.34E+18,166144866,31/12/2020,vaccines are the best way to protect children from serious infectious diseases all vaccines are tested to make sure they are safe for your childbrechlynnau ywr ffordd orau o amddiffyn plant rhag clefydau heintus difrifolread more ,3
144031,607746b90857f5cbcd3d06a9,1.33E+18,2344075429,27/11/2020,    and trump had zero money in the pfizer or astrozeneca deals,0
457191,608316be73596eb9adb48571,1.36E+18,1.07E+18,31/01/2021, i respect the effort sirhappy sunday  in fact any vaccine on sale now as 666 o,0
24619,6076b10d0857f5cbcd35a283,1.33E+18,3648175757,30/11/2020,i spoke with  about why socialscience matters in covid19 vaccination esp the potential benefit of having multiple vaccine brands the effect will only be relevant when we have adequate supply hopefully in the second half of 2021 ,0
498533,6083185673596eb9adb6bdce,1.36E+18,1.27E+18,31/01/2021,    you cant be vaccinated if youre being treated for a respiratory illness ,1
172345,607ae2b00857f5cbcdbf8df5,1.33E+18,2400208668,24/11/2020, led  promised free vaccine to every people of bihar during bihar election campaign bjp fought bihar election in name of covid19 vaccine and now pm modi said not to do politics in name of covid vaccine what a hypocrisy  ,0
32314,6076b1260857f5cbcd36111f,1.33E+18,7.20E+17,30/11/2020,  i must be thick because surely the idea of a vaccine is to protect the vaccinee ergo if someone is vaccinated then another cannot infect them so there is no problemthose who feel vulnerable can get vaccinated and those who dont wont simplesif im wrong please advise,1
564190,60831a6f73596eb9adba7099,1.36E+18,48647111,31/01/2021,covid in scotland rich countries must share vaccines with poorest ,0
7927,6076b0d30857f5cbcd34ae4e,1.33E+18,1648464552,30/11/2020,    option a use a vaccine thats undergone rigorous testing has been vetted by every agency on the planet to ensure both its safety effectiveness amp lack of serious side effects oroption b cross fingers amp hope you dont catch it because science is scary amp made by evil wizards,0
264560,6081b79973596eb9ada97c4e,1.34E+18,7.82E+17,31/12/2020,sobering read we have a lot of work to do vs other nations especially on a federal level to coordinate this important vaccine rollout much better ,0
103746,607730000857f5cbcd3aa6f8,1.33E+18,342972141,28/11/2020,opinion  coronavirus pandemic india should give emergency approval for the covid19 vaccine  ,0
436750,6083166c73596eb9adb36b66,1.36E+18,1.23E+18,31/01/2021,   it has nothing to do with boris the reason this vaccine is needed so badly is him,0
92212,6076b1ef0857f5cbcd395710,1.33E+18,2894423547,29/11/2020, vaccines are the end game here  politicians are corrupt esp ffg 132 ppl under 65 has died to date with covid 133 ppl have died in same period involving car accidents  have we a vaccine for cars,1
179965,607aee8d0857f5cbcdc04f97,1.33E+18,1445119592,18/11/2020, when media reported consideration being given to use of tobacco plants to quickly mass produce an approved covid19 vaccine again howls of protest from anti vapers 22      ,0
325921,6081cc5f73596eb9adacfa17,1.34E+18,124652395,31/12/2020, you could do some real good by helping to get vaccines to people by assuring that stimulus funds get to those who need it and not greedy wealthy people and companies but instead you partake in this election fantasy to try and impress maga pathetic loser like trump,0
390217,6083104b73596eb9adb0df9d,1.34E+18,1.25E+18,28/12/2020,moderna vaccine updateit has been 1 week and i feel normal after receiving my 1st dose i did have muscle aches moderate fatigue and arm soreness for 2 days post injection in my personal benefitrisk calculation i am looking forward to my 2nd dose,3
544519,60831a0073596eb9adb94b84,1.36E+18,9.56E+17,31/01/2021,     by the same uk government thats bought vaccines for how many times its population while there are countries that cant even dream for vaccines how altruistic,0
231209,6081b70d73596eb9ada7a8df,1.34E+18,633224398,31/12/2020, instead of continuing this useless conversation please advise instead where and when i can get my covid19 vaccine,3
417245,6083162373596eb9adb26083,1.36E+18,98263693,31/01/2021,trump officials actively lobbied to deny states money for vaccine rollout last fall  stat ,0
587844,60831beb73596eb9adbbd26b,1.36E+18,132561018,30/01/2021, they have the pfizer vaccine its manufactured in belgium they want vaccines that are manufactured in the uk though,0
449556,6083169e73596eb9adb41b79,1.36E+18,573679485,31/01/2021,  gov have found it incredibly easy to put together deaths for any reason within 28 days of positive covid19 test stats and plaster over msm every dayyet when it comes to deaths for any reason within 28 days of vaccine gtnot relevantno need for uk people to know this,0
454275,608316b273596eb9adb45d64,1.36E+18,16114429,31/01/2021,vaccines reduce risk of severe covid by 95 this is consistent across different vaccine studies only 1 case in vaccinated vs 71 in controls get the needles in the arms vaccinate vaccinate vaccinate vaccinate vaccinate vaccinate vaccinate vaccinate vaccinate,3
480398,6083176673596eb9adb5bcc4,1.36E+18,4240708336,31/01/2021,i will return to licking lamposts after i get the vaccine,3
510794,6083188e73596eb9adb77339,1.36E+18,1.05E+18,31/01/2021, did you know teachers were initially in the first rollout in texas but then they got bumped and now nobody knows when teachers are getting vaccinated,0
131194,607730650857f5cbcd3c182a,1.33E+18,22214972,19/11/2020,dolly parton learned she funded the moderna covid19 vaccine when the rest of us did ,0
302083,6081cbef73596eb9adab9e42,1.34E+18,36617968,31/12/2020,us healthcare has become the embodiment of everything capitalists fear about socialism dayslong lineups shortages vaccines going bad before they can be distributed triage deciding who lives and too many people will refuse to see the irony,0
169382,607ae28f0857f5cbcdbf65b2,1.33E+18,18145829,26/11/2020,canadas lockdown strategy until a covid19 vaccine is widely deployed is not an effective planlockdowns are like tourniquets they stop the bleeding but if left in place too long kill the limbs ,0
91269,6076b1ec0857f5cbcd3949e4,1.33E+18,2438866645,29/11/2020, i am booked for a trip to australia in june i will cancel my trip if you require a vaccine boycottqantasairlines,2
360231,6082f9d073596eb9adaf0682,1.34E+18,95966522,29/12/2020,also 1 iran has bought 1 million doses from china free of any sanctions2 150000 doses of tozinameran pfizer vaccine donated to iran3 iran is developing a domestic vaccine4 iran has long refused to administer foreign vaccines to its military,0
501677,6083186473596eb9adb6eae0,1.36E+18,9.04E+17,31/01/2021,a must watch for all that speak german the virus will get endemic thus on long term each of us has a choice getting infected by corona or getting vaccinated ,0
84904,6076b1d70857f5cbcd38f2d4,1.33E+18,234357519,29/11/2020, most of the population are as thick as two short planks and probably struggle to tie their shoelaces if they think theres a deadly virus on the loose so masses of healthy people need to lockdown until a vaccine comes along they need a padded cell asap ,2
179515,607aee750857f5cbcdc04953,1.33E+18,166141649,19/11/2020,the world health organization has outlined a number of critical factors for covid19 vaccines including that they must be targeted at the most atrisk groups including older adults ,0
445639,6083168e73596eb9adb3e589,1.36E+18,7.13E+17,31/01/2021,if i could just get a vaccine for my birthday honestly id be the happiest person alive,3
205828,6081b6a273596eb9ada6420d,1.34E+18,30543034,31/12/2020, thought you were gonna say you dont have to worry about whats in the vaccine,0
23936,6076b1090857f5cbcd3596a4,1.33E+18,298616979,30/11/2020,  sara i appreciate your attention to details your request for the missing information concerning the testing of modernas mnra covid19 vaccine is in good order safety and transparency are both important in producing a good vaccine,3
117147,607730310857f5cbcd3b5b65,1.33E+18,20685076,23/11/2020,yes the headline 70 is underwhelming after seeing the pfizermoderna figuresthis equates to 40 cases in the vaccine group crucially 0 severe and 90 in the control group but we dont yet know how this is split between the two dosing regimens 28,0
80948,6076b1ca0857f5cbcd38bc55,1.33E+18,78404559,29/11/2020,  the government already bought it and paid pharma for it the vaccine should be free,0
180937,607aee9b0857f5cbcdc05bee,1.33E+18,36327407,18/11/2020,indias confirmed dose purchases of covid19 vaccine exceed 15 billion report ,0
159252,6077470a0857f5cbcd3df86b,1.33E+18,949728103,23/11/2020,wtfpandemic is over  former pfizer chief science officer says second wave faked on falsepositive covid tests  zero hedge ,2
317100,6081cc3b73596eb9adac825b,1.34E+18,37424219,31/12/2020,  im not still with moneyweb but maybe something     cool innovation story with sa leading the way in vaccines,0
417452,6083162373596eb9adb26221,1.36E+18,144190766,31/01/2021,  hardly anyone in our country has had their 2nd vaccine because the tories have made it 12 weeks apart instead of the recommended 3weeks plus so far only doing the over 80s my 82 year old mum only got her first jab on thursdaythe 2nd jab held back till april ,0
158236,607747050857f5cbcd3de6f4,1.33E+18,166326763,23/11/2020,alert insanity wrap 93 former pfizer vp says lockdowns were amistake youtube forcibly removes his video  global pandemic news  coronavirus covid19 protests   ,0
528064,608318d673596eb9adb861c5,1.36E+18,242374922,30/01/2021,things im looking forward to after were all vaccinated ,3
458669,608316c473596eb9adb49998,1.36E+18,307143938,31/01/2021,impact of age gender ethnicity and prior disease status on immunogenicity following administration of a single dose of the bnt162b2 mrna covid19 vaccine realworld evidence from israeli healthcare workers decemberjanuary 2020 ,0
536581,608318f873596eb9adb8d574,1.36E+18,1.28E+18,30/01/2021, no im never getting vaccinated order from my boss if i get vaccinated im fired,2
358838,6082f9cc73596eb9adaef677,1.34E+18,630015600,29/12/2020,    how do you define reliable are there safety stocks anywhere pfizer delivered half of their december forecast only  it is the right decision i assume decision makers have more info than me but it wont without risk,0
76314,6076b1ba0857f5cbcd387a5a,1.33E+18,2273197344,30/11/2020,weve proven thousands upon thousands are not getting covid without a vaccine maybe these experts should be asking why people are not getting covid i doubt its social distancing or masks ,0
435841,6083166a73596eb9adb36171,1.36E+18,82535531,31/01/2021, a lot of people i know arent taking the vaccine which is disheartening like i understand the fear but fk that im ready to move past the covid chapter of this shit show,3
310651,6081cc1b73596eb9adac2265,1.34E+18,3492891977,31/12/2020,so i look forward to 2021there are so many exciting things coming to the parks hope with the vaccines and of course taking forward the positives of this year of nature etc so the question is ,3
476806,6083175673596eb9adb58b9b,1.36E+18,1273740894,31/01/2021,can we give the vaccine to old people yet  ,3
66255,6076b1980857f5cbcd37edd8,1.33E+18,2464536967,30/11/2020,astrazeneca is contemplating another trial of its covid19 vaccine to reaffirm the 90 efficacy rate using lower dosage following manufacturing error stocknews marketnews,0
380625,60830fbe73596eb9adb03b4e,1.34E+18,21147852,31/12/2020,nerd alert the phase 3 trial of the moderna mrna vaccine trial is in the new england journal of medicine and its an awesome peerreviewed publication ,3
413238,6083161473596eb9adb2297b,1.36E+18,76535641,31/01/2021,and trump did what you have such a short memory everyone deserves to get this vaccine we are all humans but you want to dwell on the negative you republicians are heartless ,0
419015,6083162a73596eb9adb27a1f,1.36E+18,1.13E+18,31/01/2021,oj simpson got a covid19 vaccine he then called alan dershowitz because thats what oj always does when hes been involved in a stabbing,0
60274,6076b1840857f5cbcd379d01,1.33E+18,1.13E+18,30/11/2020, the fda like all government agencies is a captured agency having approval for the vaccine only means multiple people within the agency politicians and corporate heads and anyone else involved got bought off just watch their bank balances and investment portfolios increase,0
107797,6077300f0857f5cbcd3adcbb,1.33E+18,210226021,25/11/2020,moderna vaccine wasnt really designed in two days they had years of work on the platform but they did add the target molecule as soon as they got the genome of sarscov2 amazing,0
223891,6081b6ec73596eb9ada74231,1.34E+18,1322085990,31/12/2020,pfizer questions uk move to lengthen gap between covid vaccine doses ,0
336795,6081cc8b73596eb9adad8fe6,1.34E+18,1.34E+18,30/12/2020, i am not anti vaccine my children have there mmr etc but them vaccines took 8 yrs to get to us we knew they were safe this vaccine 5 mths thats not enough time to know its safe,1
227922,6081b6fc73596eb9ada779ef,1.34E+18,2955700480,31/12/2020, this country isnt flush w the vaccine numerous ppl i know that need it have zero access you imply otherwise this isnt an excuse 4 other countries either some companies have it just sitting in warehouses waiting 2 b able 2 vaccinate ppl in the us amp it isnt getting to us,0
563801,60831a6d73596eb9adba6afe,1.36E+18,16403322,31/01/2021,the us has covid19 vaccines but few treatments what happened by by carl zimmer via nyt new york times ,0
492491,6083183773596eb9adb661be,1.36E+18,472035588,31/01/2021,finally after frustrations incl a signup form that included questions including past loan info 90 yo lillian got vaccinated i think of all the people that dont have anybody to help them she said about the difficult process  covid  ,0
330461,6081cc7273596eb9adad39a1,1.34E+18,8.80E+17,30/12/2020, big deal you and sco mo have stated vaccines will not be available until australia approves them so another stupid announcement let me remind you that you predicted 250 000 deaths due to covid and told us the covid app was like sunscreen could you be any more incorrect,0
